0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,ITEM_ID
0.0016956478,-0.12639365,-0.026072498,-0.069662064,0.16318426,0.09661808,0.26738054,0.5635441,0.16057974,-0.6506711,0.14850184,-0.25641418,0.73298484,-0.38778093,0.011622101,0.15378448,3377
-0.3673195,0.046177242,-0.32569438,0.3437199,0.10493517,0.43014818,0.4401558,1.1877208,-0.17234455,-0.75859624,0.2890935,-0.60239315,0.51721,-0.95214415,-0.531526,-0.30670637,2989
0.014446646,0.008517213,-0.101807505,-0.18686579,0.4632821,0.31511515,0.16052043,0.48312166,-0.47656524,-0.025090441,0.11675768,-0.008311309,0.68760705,-0.20762613,-0.17405534,0.06614636,1661
-0.029206634,0.017360426,0.28073427,-0.3558028,0.120647095,0.1660787,0.05862982,0.36177194,0.07404077,-0.44195515,0.014712881,-0.18840629,0.30770418,-0.40104768,0.029519647,0.016231716,7636
-0.0858714,0.07285381,-0.011724662,-0.5423155,0.010113157,0.28705785,0.03135532,0.5101007,-0.7638942,-0.074149325,-0.07041281,0.011226535,0.20814505,0.057018906,-0.12109728,-0.16632128,3353
0.20611389,0.35609698,-0.20880033,-0.16625345,0.2794519,0.38366786,0.41722703,0.6354819,-0.5634877,-0.31706178,0.19002426,-0.5927034,0.30250764,-0.61299455,-0.27240235,-0.56176203,2029
-0.048829794,0.11331129,-0.11273131,-0.10434772,0.2780255,0.3833124,0.21250623,0.8187782,-0.44950953,-0.26952937,0.14296035,-0.28578722,0.4077521,-0.42806563,-0.20722136,-0.13843392,3442
-0.23237354,0.086351275,0.18047078,-0.23283637,-0.047394656,0.010584466,0.26401892,0.48295513,-0.40744781,-0.3746143,0.26136172,0.4111269,0.18605556,0.09936544,0.075776994,-0.028165251,8665
-0.13156699,0.14927995,-0.14471948,-0.02672562,0.3610861,0.015122455,0.18019536,0.49842155,-0.40565515,-0.2622871,0.31460014,0.055805996,0.48817387,-0.12421301,-0.16381839,-0.07548703,6643
0.2799884,0.070916004,0.21146005,-0.032491222,0.010882139,-0.29854578,0.37251794,0.78845274,-0.13576752,-0.733469,0.037820157,-0.06024033,0.17679758,-0.2319732,0.037640765,-0.315295,2897
0.113201514,0.24966943,0.012821723,-0.41212794,0.0160162,-0.22418216,0.11025556,0.2734096,-0.3087356,-0.25588787,0.07130954,0.05279817,-0.0531487,-0.14741568,-0.008525282,0.012044311,8102
-0.3158031,-0.37246877,-0.027206939,-0.012806654,0.17389275,-0.07452987,-0.083657324,0.53321844,-0.41710278,-0.05056566,0.3636763,0.11621748,0.81069374,-0.05893512,-0.35981685,0.09780292,5860
0.11678978,0.12978686,-0.13155413,-0.3757287,0.04501067,-0.034552105,0.26655814,0.06671582,-0.29619578,-0.22881627,0.06440015,-0.23588634,0.19895297,-0.23404872,-0.10020514,0.03516777,7787
0.18001336,0.35835302,0.23297016,-0.29399168,-0.095391706,-0.05160552,0.3125279,0.26009905,-0.17294633,-0.4476652,-0.06937489,-0.10107922,0.07405183,-0.2036273,-0.19478044,-0.2176923,7926
0.22255854,0.25238457,-0.07606333,-0.4249425,-0.016473278,-0.20160802,-0.080633886,0.20997784,-0.55496716,-0.14557424,-0.046730235,0.12928094,0.11336468,0.0541697,0.22832249,-0.2740472,2978
0.22194439,0.049526237,0.25878894,-0.3195837,0.10760187,-0.37627286,0.11095402,0.31428844,-0.2920435,-0.6631389,-0.05857806,0.0061929673,0.269008,-0.17057899,-0.021551222,-0.19649115,3340
0.08567313,0.07127638,0.018878587,-0.32368833,0.020577714,0.11990947,0.25960088,0.3719638,-0.3356546,-0.29851416,-0.0069463477,-0.08624926,0.40700963,-0.13080484,-0.19377738,0.020916954,1128
-0.16611135,-0.019658506,0.11642877,-0.29364967,0.08818999,0.4559997,0.2448675,0.84403515,-0.5481118,-0.40329465,0.22815455,0.19815776,0.44732502,0.007871982,0.0042774677,-0.053270787,3071
0.066855125,0.06602524,-0.083839215,-0.05929351,-0.14277333,0.14854291,0.20186268,0.6935717,-0.0655275,-0.3998864,0.28740475,-0.35319406,0.2732518,-0.45990783,-0.12955925,-0.21995081,6870
0.2980206,0.19611892,-0.010356307,-0.20622024,-0.10117024,-0.13285752,0.21483682,0.5560045,-0.12883712,-0.5527837,0.14983729,-0.2980039,0.076141894,-0.34582877,-0.07396546,-0.34734532,7421
-0.034676507,0.14417684,0.5331279,-0.3715997,0.029530056,-0.14972734,0.0124483565,0.73592925,-0.3883707,-0.61440116,0.050392892,0.2508444,0.56521744,-0.23640284,0.11080521,0.25570652,5242
-0.01600352,0.5764699,-0.12846798,-0.6691076,-0.13019878,0.09625925,0.23213512,0.09234824,-0.34707296,-0.08042091,-0.3626045,0.19088292,-0.14494036,0.038966514,0.008373469,-0.37172204,9835
0.00863412,-0.18819441,0.27365452,-0.29641753,0.12781432,-0.23045103,-0.03566207,0.2801476,-0.45478627,-0.26708168,-0.025210144,0.20385739,0.5037097,-0.03505577,-0.054877937,0.30710572,2730
-0.11688181,0.021235272,0.05906442,-0.5495355,0.081832886,0.15128297,-0.06619286,0.47236255,-0.6461923,-0.048584305,-0.10480152,-0.0075187236,0.42800105,-0.029061373,-0.13094153,0.018203184,6778
0.04021755,0.36368594,-0.044031322,-0.8548818,0.09176129,0.22170874,0.071545,0.20569628,-0.6505014,0.08677533,-0.31591827,-0.145747,0.032979712,0.038362607,0.05461216,-0.36889714,1865
